TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS
1610612766,"Charlotte Hornets",29,7,22,0.241,49,41.2,93.2,0.443,10.6,32.5,0.324,17.1,23.2,0.738,13,32.5,45.4,24.5,14.1,7.7,4.8,7.1,21.5,21.1,110.1,-7.2,12,30,29,30,1,18,2,30,26,19,28,24,16,26,4,21,6,17,8,9,16,30,21,11,27,29,10,"Charlotte Hornets",1610612737,"Atlanta Hawks",30,15,15,0.5,48.5,42.9,92.3,0.465,10.1,30.8,0.328,17.9,21.9,0.82,11.3,32.7,44,23.7,13.6,7.1,4.7,5.2,20,21,113.9,-1.1,4,15,16,16,11,6,4,19,29,26,27,18,26,4,12,19,11,21,4,17,17,25,10,12,14,20,10,"Atlanta Hawks"
1610612765,"Detroit Pistons",31,8,23,0.258,48.3,39.4,87.9,0.448,11.8,33.7,0.349,20.4,26.3,0.775,11.2,31.6,42.9,22.2,14.5,6.6,3.9,6,23.2,21.8,111,-6.7,1,29,30,29,21,25,16,28,15,12,17,2,1,22,13,26,18,27,11,24,27,28,30,3,23,28,10,"Detroit Pistons",1610612758,"Sacramento Kings",28,16,12,0.571,48.2,42.4,86.8,0.488,13.4,37.6,0.356,19.7,25,0.788,8.2,33.9,42.1,27.1,15.1,7,3.3,4.4,20.8,21.3,117.8,2.3,21,11,7,9,23,9,21,3,6,6,16,8,9,16,28,8,25,6,20,19,29,9,18,9,3,8,10,"Sacramento Kings"
1610612738,"Boston Celtics",30,22,8,0.733,48.7,42.3,87.1,0.485,16.1,41.7,0.386,18.4,22.2,0.829,8.3,34.3,42.6,26.4,13.7,6.5,5.2,3.9,20.2,20.6,119.1,6.3,4,1,1,1,6,10,19,4,2,2,4,16,23,1,26,7,23,9,5,26,10,2,14,17,1,1,10,"Boston Celtics",1610612753,"Orlando Magic",30,10,20,0.333,48.3,39.4,84,0.469,10.6,31,0.342,20,24.9,0.803,10.3,33,43.3,21.5,16.5,6.3,5,5.2,21.4,20.3,109.4,-4.2,4,26,28,26,20,26,27,18,25,25,20,6,10,8,15,15,14,29,28,30,14,23,20,20,28,26,10,"Orlando Magic"
1610612739,"Cleveland Cavaliers",30,19,11,0.633,48.8,40.4,84.6,0.478,11.6,31.2,0.37,18.5,23,0.807,9.6,33.2,42.8,23.4,14.6,6.4,4.1,4.4,19,21.6,110.9,6.1,4,3,6,5,4,22,25,8,17,23,8,15,18,6,19,14,19,23,12,28,25,10,3,7,24,2,10,"Cleveland Cavaliers",1610612754,"Indiana Pacers",30,15,15,0.5,48,40.8,89.2,0.457,14.6,40.1,0.365,18.7,23.5,0.793,10,31.9,41.9,27.2,15.8,8.1,6.2,4.9,21.9,20.5,114.9,-0.9,4,15,16,16,30,20,13,23,5,4,10,12,15,14,17,25,26,5,24,5,2,17,27,18,11,17,10,"Indiana Pacers"
1610612755,"Philadelphia 76ers",28,16,12,0.571,48.5,39.7,83.4,0.476,12.6,32.6,0.387,19.4,24,0.809,8.3,32.2,40.4,24.2,14.8,8.7,4.6,5,20.4,19.8,111.4,3.3,21,11,7,9,8,24,30,10,10,18,3,10,13,5,27,23,29,19,15,4,19,18,15,23,21,7,10,"Philadelphia 76ers",1610612744,"Golden State Warriors",30,14,16,0.467,48.2,42.7,89.9,0.476,16.4,43.2,0.379,15.2,19.1,0.794,9.6,33.6,43.2,29.4,17,6.9,4.3,4.1,22.3,18.4,117,0.2,4,19,20,20,27,8,9,12,1,1,5,29,30,12,20,11,16,1,29,20,23,4,29,30,5,16,10,"Golden State Warriors"
1610612761,"Toronto Raptors",29,13,16,0.448,48.2,40.6,89.9,0.451,10.3,31.7,0.324,20.1,25.5,0.789,12.3,30.3,42.6,22.8,12.4,9.7,5.3,5.1,20.5,21.3,111.5,0.7,12,21,20,21,25,21,8,26,28,22,29,4,4,15,5,30,22,25,1,1,9,19,16,8,20,14,10,"Toronto Raptors",1610612751,"Brooklyn Nets",30,18,12,0.6,48.2,42.1,83.7,0.503,11.5,31.2,0.37,17,21.5,0.793,8,32.7,40.6,25.9,14.8,6.9,6.9,3.9,22,19,112.7,1.6,4,5,7,7,27,14,28,2,18,24,9,26,27,13,29,20,28,10,17,21,1,2,28,28,16,13,10,"Brooklyn Nets"
1610612741,"Chicago Bulls",28,11,17,0.393,48.5,41.9,87.5,0.479,10.4,28.6,0.362,18.5,22.5,0.824,8.9,33.8,42.7,25,14.8,7.6,5.1,5.6,20.2,19.5,112.8,-1.1,21,22,23,23,8,15,17,7,27,30,12,14,20,3,25,9,21,14,16,10,12,27,13,27,15,19,10,"Chicago Bulls",1610612752,"New York Knicks",29,16,13,0.552,48.7,41.4,91.4,0.453,11.3,34.5,0.329,20.2,25.2,0.801,13,34.5,47.5,23.4,14.2,7.2,4.4,4.9,21.7,21.2,114.3,1.9,12,11,11,11,5,16,6,25,21,10,26,3,6,9,3,5,3,24,9,15,22,16,25,10,12,10,10,"New York Knicks"
1610612760,"Oklahoma City Thunder",29,11,18,0.379,48.9,43.1,93.3,0.462,11.4,33.7,0.339,17.7,22.1,0.799,11.8,32.9,44.6,24.4,14.5,8,5.4,5.6,21.5,19.6,115.3,-1.9,12,22,24,24,3,4,1,21,19,14,23,19,25,11,9,16,8,18,10,6,7,26,21,25,8,24,10,"Oklahoma City Thunder",1610612750,"Minnesota Timberwolves",29,14,15,0.483,48.2,42.2,87,0.485,10.8,32.3,0.334,19.1,24.6,0.777,9.5,33.2,42.7,25.8,16.5,9,5.4,3.8,21.8,20.9,114.2,-1.6,12,19,16,19,25,13,20,5,24,20,25,11,11,20,22,13,20,11,27,2,8,1,26,14,13,23,10,"Minnesota Timberwolves"
1610612742,"Dallas Mavericks",29,15,14,0.517,48.5,39.2,83.5,0.469,14.8,41,0.36,18.6,25.4,0.731,8,30.7,38.7,22,12.8,7.4,3.8,4.2,20.8,22.4,111.8,1.8,12,15,13,15,10,28,29,17,3,3,15,13,5,28,30,28,30,28,2,11,28,6,19,2,19,11,10,"Dallas Mavericks",1610612757,"Portland Trail Blazers",29,16,13,0.552,48.3,40.1,84.3,0.476,12.8,32.9,0.389,19.4,25,0.775,10.6,32.8,43.3,24.1,15.2,6.5,4,4.6,19.9,21.6,112.5,0.2,12,11,11,11,17,23,26,11,9,16,2,9,8,21,14,17,15,20,21,25,26,14,8,6,17,15,10,"Portland Trail Blazers"
1610612747,"Los Angeles Lakers",27,11,16,0.407,48.6,42.2,89.1,0.474,9.7,30.2,0.32,20.9,26.1,0.8,9.6,35.9,45.5,24.7,14.6,6.9,5.2,5.1,18.3,21.7,115,-1.6,29,22,20,22,7,11,14,14,30,27,30,1,2,10,21,2,5,16,13,22,11,20,1,5,10,22,10,"Los Angeles Lakers",1610612743,"Denver Nuggets",27,17,10,0.63,48.2,43.7,86.1,0.508,11.8,30.2,0.391,16.7,22.2,0.751,10.2,32.7,43,28.1,15.3,7,4.5,4.5,19.4,20.8,116,1.6,29,7,4,6,22,1,22,1,14,27,1,27,24,24,16,18,17,2,22,18,20,11,5,15,7,12,10,"Denver Nuggets"
