TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS
1610612748,"Miami Heat",27,12,15,0.444,48.6,38.9,85.9,0.453,12,35.2,0.34,18.9,22.7,0.833,9.1,31.9,41,23.8,14,7.7,3.3,4.1,19.1,20.6,108.6,-1.7,3,21,23,21,9,30,23,26,14,8,21,12,20,2,25,24,27,20,7,8,30,5,3,16,28,22,10,"Miami Heat",1610612759,"San Antonio Spurs",26,8,18,0.308,48.2,42,90.7,0.463,11.5,33.9,0.339,14.6,20,0.729,11.7,30.8,42.5,27.5,16.4,7.1,4.3,4.2,19.9,18.8,110,-10.4,7,26,26,26,23,13,6,21,19,12,22,30,29,28,8,29,24,3,26,19,22,7,10,28,24,30,10,"San Antonio Spurs"
1610612754,"Indiana Pacers",26,14,12,0.538,48,40.9,90.2,0.453,14.6,40.2,0.364,18.8,23.8,0.791,10.5,32.3,42.8,27.2,15.7,8.1,6.2,5.3,21.8,20.8,115.2,-0.7,7,10,9,10,30,20,9,25,3,4,12,14,13,15,15,21,19,6,23,6,2,23,25,14,9,19,10,"Indiana Pacers",1610612751,"Brooklyn Nets",27,15,12,0.556,48.2,41.5,83.2,0.499,11.9,31.7,0.374,16.8,21.1,0.795,7.4,32.7,40.1,26.4,14.8,6.9,7.1,4.1,21.9,18.8,111.6,1.1,3,7,9,9,27,14,30,2,15,23,7,25,27,13,30,16,28,11,16,20,1,5,27,29,17,12,10,"Brooklyn Nets"
1610612764,"Washington Wizards",26,11,15,0.423,48.4,41.5,87.5,0.474,10.8,32,0.337,17.3,22.6,0.765,9.8,34.4,44.2,24.7,13.5,6.7,6,4.3,20,19.8,111,-2,7,22,23,23,14,15,18,11,24,20,23,23,21,23,20,6,10,15,4,25,4,8,11,25,20,25,10,"Washington Wizards",1610612746,"LA Clippers",27,14,13,0.519,48.2,39.1,84,0.466,11.7,32.1,0.363,17.6,23.6,0.745,9.3,34.5,43.8,22.9,15.8,6.2,4.8,4.4,20,20.1,107.4,-1.9,3,10,15,16,27,28,26,18,17,19,13,19,15,24,23,5,12,26,24,30,15,9,12,21,30,24,10,"LA Clippers"
1610612739,"Cleveland Cavaliers",26,16,10,0.615,49,40.3,84.8,0.475,11.8,31.8,0.372,18.4,22.9,0.805,9.6,33.2,42.8,23.4,15,6.5,4.2,4.5,19.5,21.7,110.9,6,7,5,5,5,2,22,24,10,16,22,8,15,18,6,21,13,19,24,19,27,25,13,5,6,21,3,10,"Cleveland Cavaliers",1610612760,"Oklahoma City Thunder",25,11,14,0.44,49,43.5,94.6,0.46,11.6,34.2,0.34,17.7,22.3,0.795,12.3,32.6,44.9,24.2,14.4,8.2,5.7,5.9,21.5,19.9,116.4,-1.5,19,22,21,22,1,1,1,22,18,10,20,18,23,12,6,18,8,18,9,5,5,27,23,24,6,21,10,"Oklahoma City Thunder"
1610612741,"Chicago Bulls",24,10,14,0.417,48.2,41.3,87.7,0.471,10.1,28.4,0.356,19,23,0.826,9.5,33.4,42.8,24.5,14.8,7.7,5.1,5.9,20.2,19.5,111.7,-1.1,29,24,21,24,19,17,16,15,27,30,16,11,17,3,22,12,22,17,14,8,10,26,13,27,16,20,10,"Chicago Bulls",1610612742,"Dallas Mavericks",25,13,12,0.52,48.6,39.3,83.4,0.472,14.6,40.4,0.36,18.2,25.4,0.718,7.9,30.6,38.5,21.9,12.9,8,3.8,4.4,21.4,22.8,111.4,2.8,19,13,9,12,4,25,28,13,5,3,14,17,5,29,28,30,30,28,1,7,28,12,22,2,18,8,10,"Dallas Mavericks"
1610612744,"Golden State Warriors",26,13,13,0.5,48.2,43,89.6,0.48,16.4,43.5,0.377,15,19,0.789,9.2,33.5,42.7,29.7,16.8,7.1,4.2,3.8,22.6,18.6,117.4,1,7,13,15,17,23,6,11,7,2,1,6,29,30,17,24,11,23,1,28,16,24,3,29,30,4,14,10,"Golden State Warriors",1610612738,"Boston Celtics",26,21,5,0.808,48.6,42.9,87,0.493,16.6,41.5,0.4,18.3,21.7,0.844,8.3,34.5,42.8,27.1,13.8,6.4,5,3.8,20.5,20.3,120.8,8.8,7,1,1,1,7,7,20,4,1,2,1,16,25,1,26,4,19,7,5,28,12,1,15,19,1,1,10,"Boston Celtics"
1610612743,"Denver Nuggets",25,15,10,0.6,48.2,43.2,86.2,0.501,12.3,30.9,0.397,16.3,21.9,0.745,10.5,32.5,43,28,15.4,7.1,4.3,4.4,19.6,20.5,115,1,19,7,5,7,21,3,22,1,10,25,2,28,24,25,16,19,16,2,22,18,23,10,6,17,11,13,10,"Denver Nuggets",1610612762,"Utah Jazz",28,15,13,0.536,48.4,42.7,89.4,0.478,14.6,39.1,0.372,17.5,22.6,0.777,11.8,32.1,43.8,26.9,15.9,7.4,4.8,5.1,21.4,20.9,117.5,1.6,1,7,15,11,18,10,12,8,4,5,9,20,22,20,7,23,11,9,25,14,16,21,21,12,3,10,10,"Utah Jazz"
1610612757,"Portland Trail Blazers",25,13,12,0.52,48.4,39.4,84.1,0.469,12.2,31.9,0.384,19.6,25.4,0.773,10.8,32.2,43,24,15.1,6.8,4.1,4.8,19.6,22.1,110.7,-0.7,19,13,9,12,10,23,25,16,11,21,4,5,4,21,14,22,17,19,21,23,26,14,6,3,23,17,10,"Portland Trail Blazers",1610612750,"Minnesota Timberwolves",25,13,12,0.52,48.2,42.3,87.4,0.484,11.1,33.6,0.33,19.6,24.6,0.797,9.9,33.6,43.5,26.6,16.9,8.5,5.6,3.8,22.2,20.8,115.3,-0.4,19,13,9,12,21,11,19,6,22,15,25,6,9,11,18,10,14,10,29,4,6,2,28,13,8,16,10,"Minnesota Timberwolves"
