TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS
1610612740,"New Orleans Pelicans",22,14,8,0.636,48.7,43.4,89.6,0.484,11.5,31,0.373,18.8,23.7,0.795,11.5,34,45.5,27,14.8,8.8,4.5,5.2,19.5,20,117.1,6.6,21,5,4,5,4,3,11,6,18,26,8,15,13,11,11,6,6,9,16,2,21,19,6,23,5,4,10,"New Orleans Pelicans",1610612743,"Denver Nuggets",22,14,8,0.636,48.2,43.3,86.6,0.499,12.5,30.9,0.403,16.1,21.5,0.749,10.5,32.7,43.1,28.1,15.1,7.2,4.2,4.5,19.3,20,115.1,1.9,21,5,4,5,17,6,21,1,9,27,2,28,25,24,16,16,17,3,21,16,23,8,4,23,9,9,10,"Denver Nuggets"
1610612759,"San Antonio Spurs",23,6,17,0.261,48.2,42,91.7,0.458,11.9,34.5,0.344,14.3,19.9,0.722,12,30.7,42.7,28.2,16.2,7.2,4.3,4.5,19.7,18.7,110.1,-10.7,7,27,27,27,20,12,6,23,16,10,18,30,29,28,7,29,21,2,26,15,22,10,8,29,22,30,10,"San Antonio Spurs",1610612756,"Phoenix Suns",22,15,7,0.682,48.2,43.4,90.5,0.479,12.5,33.1,0.379,16.6,20.5,0.812,11.6,31.6,43.2,27.1,13.6,7.5,5.9,4.2,22,20.1,116,7,21,3,3,3,17,2,8,9,8,15,6,27,28,5,9,26,16,7,5,11,7,5,24,20,7,3,10,"Phoenix Suns"
1610612751,"Brooklyn Nets",24,13,11,0.542,48.2,41.3,83,0.498,11.9,32,0.372,17.1,21.3,0.801,7.3,32.8,40,26.3,14.7,7,7.2,3.9,22.3,18.8,111.7,1.3,2,8,11,11,23,15,29,2,13,19,9,24,27,8,30,15,28,11,14,20,1,3,28,28,18,13,10,"Brooklyn Nets",1610612738,"Boston Celtics",23,18,5,0.783,48.7,43,86.5,0.496,16.9,41.7,0.404,18.8,22.2,0.847,8,33.9,41.9,27.4,13.8,5.9,5,3.6,20.5,20.6,121.6,8,7,1,1,1,6,8,23,3,1,2,1,13,23,1,28,7,26,6,7,30,13,2,15,17,1,1,10,"Boston Celtics"
1610612765,"Detroit Pistons",24,6,18,0.25,48.2,39.2,87.6,0.447,10.9,32.4,0.337,20.7,26.8,0.772,11.4,31.2,42.6,21.7,14.4,6.8,3.8,6.3,22.9,21.9,110,-8,2,27,29,29,23,23,16,28,22,16,24,1,1,21,12,27,22,27,11,23,27,29,29,6,24,29,10,"Detroit Pistons",1610612763,"Memphis Grizzlies",22,13,9,0.591,48.5,42.6,92.8,0.46,12.2,33.7,0.363,17.5,25.1,0.698,14.3,34.8,49.1,24.1,14.7,6.9,5.4,5.6,20,22.4,115,1.3,21,8,7,7,9,10,2,22,11,14,12,21,6,30,1,4,1,18,15,21,9,24,11,3,10,14,10,"Memphis Grizzlies"
1610612752,"New York Knicks",23,10,13,0.435,48.7,42,92,0.456,10.9,34.3,0.319,19.7,24.9,0.792,12.6,33.8,46.4,23.8,13.7,7,4.6,5,22.1,21.4,114.6,-1.9,7,22,23,22,6,12,5,24,23,11,30,6,8,12,5,9,3,21,6,19,20,17,25,8,12,25,10,"New York Knicks",1610612739,"Cleveland Cavaliers",23,15,8,0.652,49.1,40.7,84.8,0.48,12.3,32,0.385,18.9,23.3,0.81,9.8,33.5,43.3,23.7,14.9,6.2,4.1,4.5,19.6,22.3,112.7,7.1,7,3,4,4,1,21,24,8,10,20,3,11,17,7,18,11,15,22,18,29,25,12,7,4,16,2,10,"Cleveland Cavaliers"
1610612764,"Washington Wizards",23,11,12,0.478,48.4,41.2,87.3,0.471,10.9,31.9,0.342,17.3,22.5,0.77,9.8,35,44.7,24.8,13.4,6.3,6.1,4.3,20,20,110.6,-1.1,7,18,18,19,11,18,20,11,23,22,19,23,22,23,18,3,8,13,4,27,4,7,12,22,21,21,10,"Washington Wizards",1610612747,"Los Angeles Lakers",21,9,12,0.429,48.2,41.9,89.1,0.47,9.9,30.2,0.328,20.4,25.5,0.8,9.8,36,45.7,24.7,14.5,6.9,5.2,5.5,18.9,21.4,114,-0.9,29,24,18,24,15,14,13,15,29,28,26,2,4,9,21,2,5,14,12,22,10,23,1,9,13,18,10,"Los Angeles Lakers"
1610612758,"Sacramento Kings",21,12,9,0.571,48.2,43.3,87.5,0.495,13.6,37.1,0.365,19.9,25.1,0.792,8.1,33.9,42,28,15,7.1,3.4,4.5,21.1,21.7,120,3.9,29,13,7,8,15,5,18,4,6,7,11,5,5,14,27,8,25,4,19,18,30,13,21,7,2,6,10,"Sacramento Kings",1610612741,"Chicago Bulls",22,9,13,0.409,48.2,41.2,87.6,0.47,10.2,28.8,0.353,19.4,23.5,0.824,9.7,33.4,43.1,24.6,14.5,7.5,5.2,6,20.4,19.8,112,-1,21,24,23,25,17,17,15,14,28,30,15,8,16,3,22,13,20,15,13,11,11,27,14,25,17,19,10,"Chicago Bulls"
1610612757,"Portland Trail Blazers",23,12,11,0.522,48.4,39.1,83.7,0.467,11.9,31.2,0.381,20,26,0.771,10.7,32.5,43.1,23.4,15.2,6.5,4.2,4.7,19.7,22.3,110,-1.4,7,13,11,15,11,27,25,19,16,24,5,4,2,22,15,18,18,23,22,26,24,15,8,4,23,23,10,"Portland Trail Blazers",1610612754,"Indiana Pacers",22,12,10,0.545,48,40.8,90.9,0.449,14.5,40.5,0.357,19.7,24.7,0.796,10.8,32.5,43.3,27.9,15.7,8.2,6.5,5.6,22.2,21.1,115.8,-0.7,21,13,9,10,27,20,7,27,4,4,13,7,9,10,14,20,14,5,23,5,2,24,26,11,8,16,10,"Indiana Pacers"
