TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS
1610612766,"Charlotte Hornets",25,7,18,0.28,49,41.4,92.5,0.447,10.3,31.7,0.324,16.5,22.6,0.728,12.7,32.6,45.3,25,14.5,7.5,4.8,7.2,20.8,20.6,109.6,-5.8,9,26,26,26,1,16,3,28,27,24,27,27,19,28,4,17,7,13,12,11,16,30,18,15,26,26,10,"Charlotte Hornets",1610612752,"New York Knicks",25,12,13,0.48,48.6,41.5,91.4,0.454,10.9,34.1,0.32,19.7,24.7,0.798,12.7,34.4,47.1,23.6,14,7,4.4,5.1,21.9,21,113.6,-0.3,9,18,18,20,6,14,5,24,23,12,28,4,6,11,4,7,3,21,7,20,21,19,26,10,13,15,10,"New York Knicks"
1610612754,"Indiana Pacers",25,13,12,0.52,48,40.8,90.4,0.451,14.5,40.2,0.361,18.9,23.9,0.789,10.4,32.5,43,27.4,15.8,8.1,6.4,5.4,21.8,20.8,115,-1.2,9,11,10,12,30,21,9,26,5,4,14,12,13,16,16,19,19,5,24,6,2,23,25,13,11,20,10,"Indiana Pacers",1610612764,"Washington Wizards",25,11,14,0.44,48.4,41.5,87.9,0.472,10.8,32.1,0.336,17.2,22.5,0.765,9.7,34.8,44.4,24.6,13.5,6.7,6.2,4.4,20,19.8,111,-1.6,9,22,21,22,11,14,16,12,24,19,23,23,21,23,20,4,10,14,4,24,3,8,11,25,21,24,10,"Washington Wizards"
1610612753,"Orlando Magic",26,6,20,0.231,48.4,39,84.1,0.464,10.3,30.9,0.335,19.5,24.5,0.796,10.2,32.7,42.9,21.1,16.3,6.4,5,4.8,20.8,20.2,107.9,-6.2,4,30,29,30,16,28,25,18,26,25,24,8,10,12,17,16,20,30,26,28,12,16,19,21,29,27,10,"Orlando Magic",1610612761,"Toronto Raptors",25,13,12,0.52,48.2,40.9,90.8,0.45,10.7,32.6,0.328,19,24.5,0.776,13,31.2,44.2,23.2,13.2,10,5.4,5.1,20.6,20.9,111.4,1.6,9,11,10,12,22,20,7,27,25,17,25,11,8,20,3,28,11,25,2,1,9,19,16,12,19,10,10,"Toronto Raptors"
1610612751,"Brooklyn Nets",26,14,12,0.538,48.2,41.3,83.2,0.497,11.8,31.7,0.372,16.8,21.2,0.795,7.3,32.8,40.2,26.2,14.5,6.8,7.2,4.1,22.1,18.8,111.3,1,4,9,10,11,26,17,28,2,16,23,9,25,27,14,30,15,28,11,13,22,1,4,27,28,20,13,10,"Brooklyn Nets",1610612737,"Atlanta Hawks",25,13,12,0.52,48.4,42.9,92.5,0.464,9.6,30.2,0.32,17.6,21.4,0.819,11.3,33.4,44.7,23.5,13.3,7.2,4.8,4.9,20,21.1,113,-0.6,9,11,10,12,11,8,4,19,29,29,29,19,26,4,11,13,9,22,3,14,16,17,10,9,15,16,10,"Atlanta Hawks"
1610612739,"Cleveland Cavaliers",25,16,9,0.64,49,40.6,85.1,0.477,11.9,31.9,0.374,18.5,22.9,0.806,9.7,33.4,43.1,23.5,14.8,6.4,4.2,4.5,19.4,21.7,111.5,6.6,9,3,4,4,1,22,24,9,15,21,8,16,18,6,20,11,16,22,19,27,25,13,4,6,18,3,10,"Cleveland Cavaliers",1610612758,"Sacramento Kings",23,13,10,0.565,48.2,43.1,87.6,0.492,13.5,37.4,0.36,19.6,24.5,0.799,8,34.1,42.1,27.7,14.8,7,3.4,4.4,20.7,21.1,119.3,3.3,30,11,7,8,18,4,19,4,6,6,15,7,9,9,28,8,26,3,20,19,29,11,17,8,2,6,10,"Sacramento Kings"
1610612755,"Philadelphia 76ers",24,12,12,0.5,48.4,39,83,0.47,12.1,32.2,0.376,18.8,23.3,0.809,8.3,31.6,39.9,23.3,14.5,8.5,4.7,5.1,20.1,19.4,109,1.3,23,18,10,17,9,29,30,14,12,18,6,14,16,5,26,26,29,24,11,4,18,21,13,27,27,11,10,"Philadelphia 76ers",1610612747,"Los Angeles Lakers",24,10,14,0.417,48.2,41.9,89.3,0.469,9.6,30.4,0.317,20.7,25.7,0.806,9.9,35.9,45.8,24.3,14.6,6.6,5.1,5.5,18.4,21.4,114.2,-1.5,23,24,21,24,19,13,13,15,30,28,30,1,3,8,19,2,5,17,14,25,10,25,1,7,12,21,10,"Los Angeles Lakers"
1610612763,"Memphis Grizzlies",25,16,9,0.64,48.4,42.8,92.7,0.462,12.2,33.9,0.361,17.2,24.3,0.707,13.6,35.1,48.7,24.6,14.7,7.3,5.5,5.4,19.8,21.8,115.1,2.7,9,3,4,4,11,10,2,20,10,13,13,24,11,30,1,3,1,15,16,12,8,24,8,5,9,8,10,"Memphis Grizzlies",1610612765,"Detroit Pistons",27,7,20,0.259,48.2,39.1,87.6,0.447,11.4,33.2,0.345,20.2,26.1,0.774,11.1,31.3,42.4,21.9,14.3,6.8,3.7,6.2,22.8,21.8,109.9,-7,1,26,29,29,28,26,20,29,20,16,18,3,2,21,13,27,25,28,9,21,27,29,30,4,24,29,10,"Detroit Pistons"
1610612740,"New Orleans Pelicans",24,16,8,0.667,48.6,43.1,89.1,0.484,11.4,30.6,0.372,19.2,24.2,0.793,11.2,34.1,45.3,26.9,14.8,8.8,4.7,5,19.7,20.2,116.7,6.9,23,3,3,3,4,5,14,5,21,27,10,9,12,15,12,9,6,9,18,2,19,18,7,20,5,2,10,"New Orleans Pelicans",1610612756,"Phoenix Suns",25,16,9,0.64,48.2,43.2,90.8,0.476,12.6,33.4,0.379,16.6,20.6,0.806,11.8,31.6,43.4,27.3,13.6,7.2,5.5,4.2,21.4,20.4,115.8,5.8,9,3,4,4,22,2,7,10,8,15,4,26,28,7,7,25,15,6,5,15,7,6,23,18,7,4,10,"Phoenix Suns"
1610612762,"Utah Jazz",27,15,12,0.556,48.4,42.9,89.4,0.479,14.6,39,0.375,17.6,22.5,0.78,11.7,32.2,44,27,16,7.3,5,5.2,21.4,20.9,117.9,2.1,1,7,10,9,17,9,12,8,3,5,7,20,20,18,9,23,12,8,25,13,14,22,22,11,3,9,10,"Utah Jazz",1610612750,"Minnesota Timberwolves",24,12,12,0.5,48.2,42.3,87.8,0.482,11,33.5,0.327,19.6,24.5,0.798,10,33.4,43.5,26.4,16.9,8.5,5.7,4,22.2,20.8,115.2,-0.9,23,18,10,17,19,11,17,6,22,14,26,6,7,10,18,12,14,10,29,3,6,3,28,14,8,18,10,"Minnesota Timberwolves"
1610612742,"Dallas Mavericks",24,13,11,0.542,48.6,39.3,83.2,0.472,14.6,40.5,0.361,18.5,25.4,0.73,7.8,30.5,38.3,21.9,13,8,3.7,4.5,21.4,22.9,111.7,3,23,11,9,10,4,24,29,11,4,3,12,15,4,27,29,30,30,27,1,7,28,12,21,2,16,7,10,"Dallas Mavericks",1610612749,"Milwaukee Bucks",24,18,6,0.75,48.4,41.3,89.8,0.461,13.2,37.3,0.353,17.3,23.7,0.731,11.6,36.7,48.3,25.3,14.7,6.6,6.1,4.8,19,19.9,113.1,5.1,23,2,2,2,9,18,10,21,7,7,17,22,14,26,10,1,2,12,15,26,4,14,2,23,14,5,10,"Milwaukee Bucks"
